job_title,company,job_location,post_date,salary,job_url,job_description
Data Entry Analyst,Expro,"Houston, TX",Posted 30+ days ago,Temporary,https://www.indeed.com/rc/clk?jk=5d5bd441f0639093&fccid=ce0ab0603fa44d9e&vjs=3,"Who is Expro?
Working for our clients across the entire well life cycle, Expro is a visionary full-cycle energy services expert offering novel, insightful solutions, dependable competency and award-winning safety.

 Combining innovative, future-facing technology with high-quality data across well construction, well flow management and production, subsea well access, and well integrity and intervention, we have a reputation for extraordinary performance that keeps our clients operations running smoothly. 
Expro is currently recruiting for a Data Entry Analyst to join the Facilities team based in Houston. This is temporary position based on the project lenght. (Hybrid Schedule)





 Overall Purpose of the Job


Support the Supply Chain team on data entry projects as assigned.




 Key Activities and Accountabilities




Manually enter text or numerical data into databases, spreadsheets, or word processing application.


Use of automated software programs to upload digital data files.


After manually or automatically uploading information, data entry analysts may manipulate this data to create specialized reports for managers and other colleagues.


Actively adhere to the Code of Conduct and Anti-Bribery policies, procedures, and processes to ensure the highest ethical standards are maintained and exposure to liability or risk to Expro’s reputation is minimized. If necessary, report possible violations or conflicts of interest.


Actively adhere to and ensure compliance with applicable Quality policies, procedures, processes and systems. Take an active part in quality improvement processes. Identify and report any deficiencies to supervisor and obtain authorization for any deviations from standard procedures.


Actively comply with all applicable Health, Safety & Environmental (HSE) policies, procedures and processes. Promote HSE awareness; take responsibility and be accountable for own safety and safety of others. Demonstrate the personal application of HSE procedures in daily performance and always follow the 10 Safety House Rules. 






Job Knowledge and Qualifications


Proficient in Microsoft office. Previous data entry experience is a plus.



 Why Expro?
People are the most important. And every Expro person engineers our future. They are the drivers of our methodologies. Expro people are confident. They can draw out the right answer which attract the right clients.


At Expro, we live by our values, People, Performance, Planet and Partnerships. People are always at the heart of our success. Performance is getting it right first time, every time. We're committed to reducing our environmental impact and we build relationships with our customers to understand their needs.
Equal Opportunity Employeer.
The only way to apply for a job at Expro is on our website. For more information around safe recruitment and how we recruit please visit our website at https://www.expro.com/careers/how-we-recruit/safe-recruitment


To apply for this opportunity please click on the 'Apply' button.


Find us at the following"
"Analyst, Data","Avelo Airlines, Inc.","Houston, TX 77046 (Greenway - Upper Kirby area)",Posted 11 days ago,Full-time,https://www.indeed.com/rc/clk?jk=4c89673b55b1dd65&fccid=2d65d02f0caed180&vjs=3,"Description: 
  Description
 The Data Analyst is responsible for collecting, analyzing, and interpreting data to help business stakeholders make better decisions. This includes working with a variety of data sources, using statistical and machine learning techniques, and developing reports and visualizations. The Data Analyst also works closely with stakeholders to understand their needs and communicate the results of their analysis in a clear and concise way.
 Responsibilities
 1) Data

 Develop and maintain the company’s single source of truth.
 Ingest external data to enrich reporting and analyses.
 Wrangle data to be leveraged for analyses by yourself and others.

 2) Reporting

 Build actionable reporting used by departments across the company.
 Design and monitor key performance metrics across departments.
 Identify business opportunities and ensure stakeholder satisfaction.

 3) Analysis

 Translate business problems into analytical projects.
 Apply data and statistics modeling to gain actionable business insights.
 Requirements: 
  Education Requirements:

 Bachelor’s degree in Engineering, Statistics, Mathematics, Economics, or related field.

 Functional Competencies:

 High proficiency in SQL and ETL tools.
 Proficient building visualizations through reporting software, such as Tableau, Power BI, or similar.
 Some proficiency in other programming languages, such as VBA, Python, C#, etc.
 Understands fundamental mathematical and statistical concepts.
 Proficient with Microsoft Office.
 Strong business acumen and able to articulate complex concepts in plain English.
 Analytical aptitude and action oriented; enjoys strategic thinking while also being tactical.
 Strives to understand and resolve the needs of business partners; acts as a steward of the company and a collaborative problems solver.
 Must be able to thrive in a dynamic, fast paced environment, and deliver effective recommendations & results quickly.
 Strong written & verbal communication skills
 Strong desire for continuous learning & improvement
 Ability to work cross-functionally, develop relationships, and motivate performance.

 X Factors:

 Experience with a startup or high-growth company, preferably within an airline."
"Data Analyst, 211 Texas/United Way HELPLINE",United Way of Greater Houston,"Houston, TX 77007 (Memorial Park area)",EmployerActive 5 days ago,"$65,000 - $70,000 a year",https://www.indeed.com/company/United-Way-of-Greater-Houston/jobs/Data-Analyst-7e14e77ee8e913b4?fccid=2610ad10f8f3e447&vjs=3,"APPLY: Candidates must apply directly on organization's site for further consideration at unitedwayhouston.org/for-job-seekers/
SALARY: $65-70K DOE
OVERVIEW:
As part of a strong and cohesive team that works through shared values to achieve the mission of the United Way of Greater Houston (UWGH), the Data Analyst will oversee the Power BI data dashboard, reporting and data inquires related to 211 Texas/United Way HELPLINE. The Data Analyst will hold primary responsibility for ensuring data compliance, reporting and standards, as well as forecasting trends and communicating with community partners to share data.
PRINCIPAL DUTIES AND RESPONSIBILITIES:

Manages and oversees the maintenance, updating and reporting of the Power BI dashboard for United Way of Greater Houston (“UWGH”). Reviews and/or prepares organization, regional and other specific reports for stakeholders. Ensures the correct, accurate and timely daily updating of the Power BI dashboard, and properly documents all processes for data analysis. Designs and articulates an enterprise reporting strategy and architecture in close coordination with the AVP. Prepares and distributes periodically recurring reports and analyses accurately and within required timeframes. Identifies trends in needs/unmet needs/caller impact Prepares monthly AIC reports.
Defines the overall Data Strategy, action plans, service roadmaps and project outlines on the topics of: Data Analytics, Optimization and Data Management. Maintains and modifies periodically recurring reports and analyses to meet changing requirements arising from the evolution of supported trends throughout the life cycle of the report. Analyzes and monitors digital communication tools. Creates and implements digital and data strategy. Clearly presents project goals, progress, observations, dashboards, data analysis, plans and strategies. Conducts continuous monitoring of data quality/integrity. Proactively researches, analyzes, develops and maintains tools to assist 211 in monitoring operational performance and goals.
Organizes and leads tours, trainings, presentations and brainstorm sessions on data, analytics and automatization topics.
Performs additional duties and other special projects as requested by the Sr. Director and others in senior management.

EDUCATION:
Bachelors or better in Business Administration or related field.
EXPERIENCE:
3 Years: Data management experience and a solid understanding of data privacy standards. Demonstrated knowledge of complex analyses including trends as well as forecasting and projections preferred. Power BI experience and/or certification strongly preferred. Must possess strong computer skills, including in-depth knowledge of PC applications and MS Office. Advanced level written and verbal communication skills are required.
TRAVEL:
Local area travel required on occasion.
Job Type: Full-time
Pay: $65,000.00 - $70,000.00 per year
Benefits:

401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Vision insurance

Schedule:

8 hour shift
Day shift
Monday to Friday

Work Location: In person"
Data Analyst,HQL Solutions,"Houston, TX",Posted 30+ days ago,On call,https://www.indeed.com/rc/clk?jk=3aae2fc2f390e077&fccid=6fb4dda31772ecac&vjs=3,"Job Specification:








               Perform proactive and complex analyses.
              




               Develop and manage information to support corporate decision-making.
              




               Manage and improve the existing reporting system.
              




               Conduct and facilitate organizational risk assessment and decision-making processes.
              




               Develop and implement databases, data collection systems, data analytics, and other strategies that optimize the Company’s statistical efficiency and quality.
              




               Locate and define new process improvement opportunities.
              




               Work closely with QA Analysts to provide quality assurance of imported data.
              




               Process confidential data and information according to Company guidelines.
              




               Provide on-call support for application and database issues.
              




               Build automated daily, weekly, and monthly reports.
              




               Interpret data, analyze results using statistical techniques, and provide ongoing reports to the Operations Manager."
Sr. Data Analyst,Spruce Power,"Houston, TX 77024 (Greater Memorial area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=314713599fe02be7&fccid=605974455e20ca1a&vjs=3,"THE POSITION: Sr. Data Analyst
 Responsible for performing analysis and generating actionable recommendations for improving performance in a leading residential solar energy services company.
 Reports to the Business Intelligence Manager and conducts advanced analysis of data to arrive at insights that drive tactical and strategic efforts. The analyst is expected to work closely with the solar asset operations team and the external data service provider to proactively monitor and detect/diagnosis underperforming solar systems. He/she is also expected to create/automate weekly, monthly and ad hoc reports as well as perform analysis to guide data-driven business decisions.
 The ability to dive deep into data to arrive at insights that inform tactical and strategic efforts is required. The role also requires an attention to detail and the aptitude to tell a complete, compelling and actionable story through data and analysis.
 Key responsibilities include:

 Generate and maintain reports to track solar system performance on a weekly, monthly, and quarterly basis
 Extract, parse and translate large production data sets into meaningful reports
 Work closely with various data service providers, maintain data quality and maintain/improve automated dispatch system
 Escalate technical support issues to internal and external resources
 Utilize advanced analytics to drive new insights from various data sets and help generate actionable steps for improving solar system performance
 Define, document and calculate Key Performance Indicators (KPIs) and methods for tracking these KPIs for internal and external stakeholders
 Generate and publish reports and visualizations with Power BI and/or other applications to be used by management for informed decision making and tracking performance
 Create and present analysis to upper management and other key internal and external stakeholders
 Assist in identifying and advancing Business Intelligence and Analytical capabilities and functionality thought out the organization
 Performs other duties as assigned

 QUALIFICATIONS

 Deep experience with Power BI software
 Proven focus on and experience with generating actionable recommendations through data-driven analysis
 Ability to understand how data maps to business processes and to make recommendations on how to adjust procedures to gain efficiencies, increase quality or improve service
 Ability to communicate clearly and succinctly
 Proven experience with a combination of SQL, SSRS, SSAS, Power BI, Excel
 Ability to write complex SQL queries and work with Sql Server relational databases
 Strong Power Point presentation skills
 Experience with programming languages including Python and R are preferred, but not required
 Experience in data management and data quality concepts, practices and services
 Experience with various file formats (XML, CSV, etc.)
 Outstanding organizational, analytical and facilitation skills.
 Experience with Microsoft Office Suite…Excel, Word and PowerPoint
 Familiarity with Azure Cloud is preferred, but not required
 Experienced with Data Warehouse concepts and practices
 Familiar with ETL and data transfer concepts and capabilities
 Authorized to work in the United States
 Experience in solar industries a plus

 EDUCATION

 Minimum of a Bachelor's degree or equivalent in computer science or STEM field

 EQUAL OPPORTUNITY EMPLOYER
 We value a diverse work environment. Spruce Power is an equal opportunity employer and hires without consideration to race, religion, national origin, age, gender, sexual orientation, marital status, veteran status or disability.
 
FVGbTPWjIT"
Data Analyst,CADECO,"Houston, TX 77020 (East End area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=1d180329f2602577&fccid=1bc77235377296f1&vjs=3,"Position: Data Analyst
 Department: Distillery
 Job Summary: The Data Analyst will perform data collection and analysis duties as assigned to further the efficiency and profitability of the organization.
 Duties / Responsibilities:

 Collects and organizes specified data from various sources, which may include departmental heads and subject matter experts, surveys of reports and forecasts, personal observations, budgetary documentation, and other appropriate resources.
 Analyzes collected data for trends and outliers with an eye toward improving the organizations efficiency, profits, or other specified parameters.
 Identifies potential strategies and offers suggestions to resolve issues identified by data analysis.
 Creates detailed reports of data and analytical findings and clearly communicates them to management.
 Performs other related duties as assigned

 Required Skills/Abilities:

 Adept with basic research methods.
 Ability to think analytically.
 Mastery of basic math and statistics.
 Ability to create visual descriptions of findings and present them to staff at varying levels in the organization.
 Ability to work independently.
 Ability to collaborate with the staff of various departments.
 Excellent organizational skills and attention to detail
 Exceptional time management skills with a proven ability to meet deadlines
 Ability to function well in a high paced and at times stressful environment
 Follows instructions clearly and accurately within a timely fashion
 Proactive and enthusiastic about delivering positive results
 Extremely proficient with Microsoft Office and the ability to learn new or updated software

 Education and Experience:

 High school diploma required; Bachelor’s degree in Business related major preferred
 At least two years of related experience required

 Physical Requirements:

 Prolonged periods sitting at a desk and working on a computer.
 Ability to navigate various locations and settings of the company."
Data Analyst - Glasscock School,Rice University,"Houston, TX",Posted 30+ days ago,"$64,500 - $73,500 a year",https://www.indeed.com/rc/clk?jk=9308fb4d7cf5bc63&fccid=a3d79a6d43cd3473&vjs=3,"Special Instructions to Applicants: All interested applicants must attach a cover letter and a resume in the Supporting Documents section of the application in a PDF format. Please note that the applicant tracking system does not covert attachments in Word format successfully. 
Position Summary 
The Susanne M. Glasscock School of Continuing Studies (GSCS) connects Rice University to Houston and the world, offering exemplary educational opportunities for career changers, game-changers, lifelong learners, and everyone in between. We seek a highly motivated and skilled Data Analyst that can turn data into information, information into insight, and insight into business decisions using innovative methodologies for integrating and analyzing large, multi-modal data sets. 
The responsibilities include collecting, analyzing, and interpreting various types of data, using various types of data sets and software, and utilizing analytical, statistical, and communication skills. Write statistical analyses in R or Python, query secure data enclave stored in the Rice data warehouse, and create a well-documented process for collecting, analyzing, interpreting, and visualizing the data using tech stacks such as Snowflake, Informatica, and Tableau. This position may perform special projects upon request and, on occasion, provide guidance to others at the school. 
We celebrate diversity of all kinds, and we are committed to nurturing an inclusive environment. We seek to hire, develop, and retain talented people from all backgrounds. We are part of a private university, but our team comes from various backgrounds and includes people who attended universities and community colleges, as well as people who did not graduate from college. 
This position offers a flexible work schedule (minimum of two (2) days in the office per week). This position requires U.S. work authorization. 
Proposed Hiring Range: The annual hiring range is $64,500 to $73,500, contingent upon qualifications and experience. 
Requirements 

Bachelor’s degree in mathematics, Computer Science, Statistics Economics 
Three (3) years of related professional experience in data analysis, statistical analysis 
In-depth knowledge and experience using and applying analytical software, database management system software, database reporting software, database user interface and query software, and data mining software. 
Advanced ability to collect data using various methods, such as data mining and hardcopy or electronic documentation study, to improve or expand databases. 
Proven ability in R, Python, and/or other relevant languages 
Strong listening, verbal, and written communication skills 
Ability to manage multiple activities in a deadline-oriented environment; highly organized, flexible, and rigorous attention to detail. 
Ability to use logic to calculate data; efficiently construct a database or scrutinize the form of a question. 
Ability to work with data of varying levels of quality and validity. 
Demonstrated ability to produce data in a clear and understandable manner, meeting user requirements. 
Ability to work effectively with multiple internal and external customers. 

Essential Functions 

Under limited guidance, assesses and produces relevant, standard, or custom reports showing business solutions tailored to new trends, demands, and concepts. 
Distributes and disseminates reports accordingly. 
Devises methods for identifying data patterns and trends in available information sources using various qualitative and quantitative techniques. 
Determines and recommends additional data collection and reporting requirements. 
Designs and customizes reports based on data in the database. 
Serves as a resource for non-routine inquiries such as requests for statistics or surveys. 
Leads the implementation of data standards and common data elements for data collection. 
Collaborates with client/department manager to standardize and systemize routine reports, dashboards, and metrics. 
May test prototype software and participate in the approval and release process for new software. 
Performs all other duties as assigned. 

Additional Functions 

Write statistical analyses in R or Python 
Knowledge of Snowflake and Informatica 
Working Knowledge of GitHub 
Working knowledge of Tableau 
Analyze and document user needs, existing and new policies, processes, procedures, and operational methods to consider possible improvements to new and existing systems. 
Defines and documents business requirements and test cases for system developments. 
Includes the writing of all or a portion of functional specifications. 
Coordinates with business and technology teams, ascertaining system requirements, such as program functions, output requirements, input data acquisition, and system techniques and controls. 
Problem solves in areas such as system design, input/output requirements, and procedural flow between departments and/or business systems. 
Performs configuration of enterprise application software 
Performs testing of new systems, upgrades, and patching existing systems; may include developing test plans. 
Conducts and documents results of testing. 
Develops instructional materials, training, and job aids. 

Preferences 

Knowledge of computer system capabilities, business processes, and workflow 
Understanding of the software development life cycle 
Basic experience with enterprise applications and understanding of database-driven applications. 
Skill in conducting interviews. 
Excellent communication skills, both written and verbal, including the ability to bridge functional and technical resources by communicating effectively with individuals of varying systems expertise and business needs. 
Listening, negotiation, and conflict resolution skills 
Ability to maintain good customer relations with clients and external vendors and partners. 
Knowledge of markup languages, including HTML, LaTeX, and MathML, and a keen interest in the technical aspects of content production 
Proficiency with a text editor, such as VS Code, Sublime Text, or Atom 
Proficiency with command line tools, such as Terminal Proficiency in Adobe Creative Suite 
Knowledge of CSS and/or JavaScript 
Experience developing and managing content within an LMS such as Canvas. 
Proficiency with GitHub, Snowflake, and Google Apps 

Rice University HR | Benefits: https://knowledgecafe.rice.edu/benefits 

Rice Mission and Values: Mission and Values | Rice University 

Rice University is an Equal Opportunity Employer with commitment to diversity at all levels, and considers for employment qualified applicants without regard to race, color, religion, age, sex, sexual orientation, gender identity, national or ethnic origin, genetic information, disability or protected veteran status. 


Faculty and staff are expected (but not required) to have completed a full vaccination series for COVID-19 (currently defined as full course COVID-19 Vaccine (typically two shots of a WHO-approved COVID-19 Vaccine or one J&J) and a COVID-19 booster. Rice does not require documentation for COVID 19 vaccination at this time for faculty and staff. More information can be found here: https://coronavirus.rice.edu/policies





 Boasting a 300-acre tree-lined campus in Houston, Rice University is ranked among the nation’s top 20 universities by U.S. News & World Report. Rice has a 6-to-1 undergraduate student-to-faculty ratio, and a residential college system, which supports students intellectually, emotionally and culturally through social events, intramural sports, student plays, lectures series, courses and student government. Developing close-knit, diverse college communities is a strong campus tradition, which is why Rice is highly ranked for best quality of life and best value among private universities."
Data Analyst,Alliant Group,"Houston, TX 77056 (Uptown area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=725784c1f630428d&fccid=f6b027b9d0fd8d1f&vjs=3,"It's fun to work in a company where people truly BELIEVE in what they're doing!
   We're committed to bringing passion and customer focus to the business.
 


   DATA ANALYST
   alliantgroup, LP is currently experiencing explosive growth! As a national consulting firm focused on being the voice to the middle market, our mission is simple: Strengthening American businesses. How do we do this? We hire the brightest talent with the most diverse backgrounds who are passionate about making a difference.
   We are looking for someone who can work in a fast paced environment while also maintaining high standards of performance and excellence. This position will be responsible for a wide range of data processing, data entry and quality assurance tasks necessary for the quality control process of our firm. If you are an Excel Power User who can help us curate, structure, manage and analyze large datasets, then we are looking for you!
   Responsibilities
  

Manage the various processes in assigned projects
Clean, curate and process large unstructured datasets
Perform data quality control and assurance and handle quality issues
Export data from our platform, and produce high quality MS Excel-based deliverables
Perform statistical analysis on our datasets
 Qualifications
  

Associates’ or Bachelors’ Degree in business, technology or related field
Background in data processing, data entry and analytics
Advanced Excel skills (pivot tables, v-lookups, sum/if functions)
Capacity to work in a very fast paced environment while maintaining attention to detail and accuracy
Ability to work independently and manage multiple work tasks
Alignment with company mission
Excellent verbal and written communication skills"
Business Intelligence Data Analyst,"Bickham Services Unlimited, LLC","Houston, TX 77040",Posted 30+ days ago,,https://www.indeed.com/rc/clk?jk=eded884de1033f49&fccid=3832332657223432&vjs=3,"This is not a senior project manager kind of role. This more hands on developer junior role.


 Required Skills/Abilities:

Proficient in SQL and Oracle database .
Ability to collect and compile relevant data.
Works well independently and as part of a team.
Ability to handle databases and understand technology-driven business intelligence tools. OBIEE preferred.



 Responsibilities:


 Identify, automate, and validate the extraction of new metrics from a variety of data sources for use in upcoming analyses and reports by working closely with the business intelligence and technology team

 

Support daily reporting requirements for business
Create BI reporting tools and dashboards for the organization using any significant BI applications
Creating and maintaining reports based on various potential data sources as requested by the Services organization
Taking part in reporting and application testing
Examine data-processing workflows and deal with data inconsistencies"
Jr. Drilling Data Analyst,Corva,"Houston, TX",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=7d854659fbff0d7d&fccid=4e7bada0814c01ea&vjs=3,"Corva is one of the hottest start-ups in Houston - and for good reason. We are the emerging leader in real time data and analytics for the oil & gas industry. The world’s biggest companies rely on our platform every minute of the day to support their critical operations. Our team is actively shaping the future and we are looking for dynamic, creative, and thoughtful individuals to contribute to our success.
  


 We are seeking Jr. Drilling Data Analysts located in Houston to provide part of the 24/7 operational support for the Corva system. The Jr. Data Analyst ensures that each well on Corva is ready for our customers to make real-time drilling and completions decisions has a laser focus on accuracy and timeliness. The Jr. Analyst supports customers via phone and email support and proactively QCs all data and visuals on Corva.
  



Responsibilities & Duties


 Enter data of various types into the web-based system in a timely manner
 Identify various types of data quality issues through regular QAQC checks and follow procedures to correct issues
 Communicate with customers to resolve issues as needed
 Build customer dashboards and support customers building their own dashboards
 Ability to work remotely as needed
 Review data and trends to ensure accuracy and completeness
 Ensure all work is prioritized and completed correctly
 Identify anomalies and problematic data
 Follow communication protocols for various customers to resolve issues
 Prepare written reports daily regarding operations and QAQC status
 Ensure proper operation of the web-based system through continuous checks
 Provide testing of staged systems prior to deployment onto production
 Identify and communicate opportunities to improve efficiencies in operations
 Develop operational procedures as needed
 Other duties as required






Required Qualifications & Skills


 Four-year college degree
 Basic knowledge of completions & drilling systems data, including interpretation of frac and wireline data
 Ability to work nights and weekends in a rotation
 Ability to enter accurate data and prioritize workload
 Excellent written and verbal communication skills
 Ability to work well with teams
 Thorough knowledge of navigating modern web sites
 Analytical thinking skills
 Ability to identify anomalies and problem data






Recommended Qualifications & Skills


 Rig site or RTO experience"
Junior Business Analyst,Enertia Software,"Houston, TX 77002 (Downtown area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=17f6075a6c7157b6&fccid=a8842820cf287b0b&vjs=3,"Job Type

   Full-time
  

Description


Job Summary


    The Junior Business Analyst is an entry level role that will assist in the design, the testing, and the implementation of enterprise web applications. The role is responsible for assisting product owners to migrate our legacy software from a desktop application to a web/cloud-based environment.
  


 The role will work closely with product owners, software developers, UI/UX designers, QA engineers and project managers to help drive the development of the applications from inception to release.
  


 Duties/Responsibilities


 Assist in the design and the documentation of software user stories
 Assist in the design and the development of test cases based upon user stories
 Assist in the planning of sprints in coordination with the product owners
 Test completed projects and document any existing issue(s)
 Assist with the rollout and the implementation of released applications
 Report on the statuses of activities


 Required Skills/Abilities


 Experience in reviewing and writing use-case documentation for software systems
 Experience in reviewing and writing SQL statements
 Experience in agile software development
 Excellent written and oral communication skills


 Desired Skills/Abilities


 Familiarity with Azure DevOps
 Familiarity with Oil & Gas industry and/or Enertia Software


 Education and Experience


 Bachelor’s degree in Computer Science or a related discipline
 2+ years of experience in software development, quality assurance, and/or technical support


 Physical Requirements


 This is a full-time position with standard daytime working hours
 Prolonged periods sitting at a desk and working on a computer
 Ability and accessibility to work remotely or in the office as required"
Data Reporting Analyst - Care Coordination,,"Houston, TX 77001",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=e856017e3cba95ee&fccid=513ff76657ded866&vjs=3,"We are searching for a Data Reporting Analyst - someone who works well in a fast-paced setting. In this position, you will develop and coordinate the information analysis and reports for supporting clinical and/or business outcomes. You'll understand the organization clinical and/or business objectives, define key performance indicators based on those objectives, and provide relevant analysis, insights, and recommended actions. You'll also deliver standard and ad hoc reports in a clear format for a broad business audience to help stakeholders determine opportunities for success.
  Think you've got what it takes?
 Job Duties & Responsibilities  

Develops and coordinates information needed to meet clinical and/or business outcomes. Works with leaders to identify information needs and purpose of report requests. Develops reports in an end-user friendly format. Completes report requests within the timeframe agreed upon with the end-user. Works in collaboration with others from across the system to coordinate reporting initiatives. Analyzes and evaluates existing and/or proposed reports against existing report inventory. 
Provides analytical interpretation of data. Assists end users in data analysis. Develops and maintains systems for ensuring data quality and measurement validation. Develops and maintains a repository of reports that have been completed. Develops and maintains patient registries as needed to meet the needs of the organization. 
Develops and maintains information repositories. Develops and maintains a repository of reports that have been completed. 
Collaborates with information services on upgrades to systems to maintain reporting continuity. Assists the upgrade team with analyzing reporting inventory and identifying any changes. Assists with upgrade report testing. Analyzes impact on users and determines if additional training is required. Schedules sessions with users to view new/changes to reports. 
Performs other duties and special projects as assigned. Maintains up-to-date and comprehensive knowledge of industry practices, trends and application products. Conducts special projects as assigned. Provides training, documentation and general information to other analysts and end users as needed. Utilizes technical vendors, periodicals, internet and other media to gather information. Contributes to the team approach for solving technical challenges; shares expertise with others on the team. 
Demonstrates commitment to team, flexibility, professional interpersonal, communication, critical thinking, and customer service skills. Demonstrates positive and effective interpersonal skills. Demonstrates the ability to problem solve, identifies appropriate resources, adapt to ongoing change, and handle conflict management with a professional and supportive attitude. Maintains confidentiality concerning patient/family issues. Ensures and participates in ongoing communication with other health care team members in order to enhance patient centered care and facilitate operations. 

Skills & Requirements 


Being fully vaccinated against COVID-19, including any booster dose(s) of the COVID-19 vaccine recommended by the Centers for Disease Control when eligible, is required for all employees at Texas Children's, unless approved for a medical or religious exemption. 
Bachelor's Degree BSN, BS Or BA In Health-Related Field; Or Bachelor's in Business, Finance, Statistics, Mathematics, Data Science, Economics, Or Marketing Required 
3 Years of Data Analysis Experience Required 
A combination of four years of additional data analysis experience and/or college coursework may substitute for the bachelor's degree 
Founded in 1996, Texas Children's Health Plan is the nation's first health maintenance organization (HMO) created just for children. We provide STAR/Medicaid and Children's Health Insurance Program (CHIP) to pregnant women, teens, children and adults in Houston and surrounding areas. Currently, the Health Plan has more than 375,000 members who receive care from our network of more than 1,100 primary care physicians, 3,200 specialists, and 70 hospitals. Texas Children's Health Plan is also the largest combined STAR/CHIP Managed Care Organization in the Harris County service area.
  To join our community of 14,000+ dedicated team members, visit texaschildrenspeople.org for career opportunities. You can also learn more about our amazing culture at infinitepassion.org.
 Texas Children's is proud to be an equal opportunity employer. All applicants and employees are considered and evaluated for positions at Texas Children's without regard to mental or physical disability, race, color, religion, gender, national origin, age, genetic information, military or veteran status, sexual orientation, gender identity, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved."
Business and Data Analyst,Burnett Specialists,"The Woodlands, TX 77380",Posted 1 day ago,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXsJLc1c3BqK7fSOBAY0S63dkl3xsa1FjiuqeEH0z8h-J4Q6XCBdEJ8sCNaYvWKC_5r8-Y6Zxoq0dak9YGplnAhQHyal3kfS4quXWQl1RXFOES1_hEfSr8SqIHkXZQU79SpPSGnM1M5AHxMRwczpwDcnGrjfNfQhGH3wedtJDlXem73tAyYLP7i6Dk9jYG8kHNDTOTZYBBCOU28bGWHAvRfF1vlVoQRx7VWy4yIHB2GTTu7K4-dxj7yStwAxGgAzzWlxjC32c6jpYOLHKgir3k7M7J1JD_KSnDCXGq5ZIsbaDLX_xA1GDkXMB7mPS89HJY0vo2D7bLhSIj4fcDyHUFkkLyibxBdZr0Gf1DEUy8bs7fMiZSieDacHX7M0-iP0S4TgScxwmlcCvcwg3OY3IwZ-2J-PGbW7T-SNguSKIbolPQEGJnX94jV24bNgJ91bj3E6q5kLsjYtl1qdXho1GGpoZWJx63s8aoJ3qzrYNpqYIPwzHOpepo9z2IAcaw5v-GcneLi9dlH196a2PnCqpNQHrqiT8MAqsMwJRW2Lt19i_xzUtIjxx9Ti266zUmzZ88D6DmRzwcFIOCvE65DbPGqPJhrZrmxulIYtWn7G8RgpXtI_OeQrDOH190JhD-v-_i31f7Y__kq3Zg9w55b-JLOiqRCqUgY7-7ZzW3_Pbnkt750ZnDRwTUk009gVaO6sk=&xkcb=SoB6-_M3MBoiZDQd6Z0GbzkdCdPP&p=13&fvj=0&vjs=3,"Seeking a Business and Data Analyst for a chemical company located in The Woodlands, TX. This position will be reporting to the Global Portfolio Manager
 
 Responsibilities:
 

Responsible for consolidating data for the product and innovation portfolios including the stage gate process to establish standard process(es) and format(s) for data generation and reporting
Support the Strategic Marketing & Innovation Team to identify areas for strategic growth and track portfolio progress and execution of milestones, deliverables, etc.
Analyze trends related to the impact of determined change actions on the global product portfolio and coordinate viewpoints and aligned data efforts across software platforms
Lead the digitalization effort of key performance indicators for the innovation and product portfolios allowing for easy access and interpretation of data to drive proactive decision-making
Work with stakeholders to establish and ensure usage of standardized tools, templates, and data sources across segments and regions
Support the PMO and regional PPMs to identify areas for development, growth, or optimization within the global portfolio to achieve revenue growth objectives through data analysis and visualization
Support the Strategic & Operational Marketing Teams in the development of product and market strategies by consolidating input from regional PPMs on key customers, market insight, competitive landscape, and performance parameters that deliver value to our customers and shape global initiatives as needed
Requirements:
 

Bachelor’s degree in science/data science/finance/engineering or any business discipline in marketing or product management
Minimum of 3+ years of demonstrated experience in project management, product management, marketing, or finance in an international environment
Advanced knowledge of business software and visual platforms such as SAP, HSIMS, IBM PA, PowerBI, MS Office including Excel and PowerPoint, etc.
Excellent oral and written English is required, any European languages is a plus

 HOUWD51"
